latitude,longitude,location,country,variable,value
39.90667,116.3975,beijing,china,temperature,13.1
-40.355,175.6117,palmerston_north,new_zealand,temperature,13.1
40.783,-73.967,manhattan,united_states,temperature,13.22
44.64694,10.92556,modena,italy,temperature,13.4
-41.217,174.917,lower_hutt,new_zealand,temperature,13.7
-39.05778,174.07417,new_plymouth,new_zealand,temperature,13.7
44.84,-0.58,bordeaux,france,temperature,13.8
-37.783,175.283,hamilton,new_zealand,temperature,13.8
41.01361,28.955,istanbul,turkey,temperature,13.9
-33.45,-70.667,santiago,chile,temperature,14
-37.983,177,whakatane,new_zealand,temperature,14
37.7775,-122.41639,san_francisco,united_states,temperature,14.28
-38.6625,178.01778,gisborne,new_zealand,temperature,14.5
43.77139,11.25417,florence,italy,temperature,14.8
-37.683,176.167,tauranga,new_zealand,temperature,14.8
40.417,-3.717,madrid,spain,temperature,15
41.32889,19.81778,tirana,albania,temperature,15.2
41.883,12.5,rome,italy,temperature,15.3
43.2964,5.37,marseille,france,temperature,15.5
-35.1125,173.26278,kaitaia,new_zealand,temperature,15.7
-35.725,174.32361,whangarei,new_zealand,temperature,15.7
37.17806,-3.60083,granada,spain,temperature,15.7
35.68972,139.69222,toyko,japan,temperature,15.8
-36.84056,174.74,auckland,new_zealand,temperature,15.8
40.845,14.25833,naples,italy,temperature,15.9
43.7034,7.2663,nice,france,temperature,16
-35.28222,174.09111,paihia,new_zealand,temperature,16
-37.81361,144.96306,melbourne,australia,temperature,16.2
-33.92528,18.42389,cape_town,south_africa,temperature,16.2
31.22861,121.47472,shanghai,china,temperature,17.1
37.5,15.09028,catania,italy,temperature,17.3
-34.9275,138.6,adelaide,australia,temperature,17.4
38.7252668,-9.1500193,lisbon,portugal,temperature,17.4
33.74889,-84.39,atlanta,united_states,temperature,17.56
19.433,-99.133,mexico_city,mexico,temperature,17.6
-1.28639,36.81722,nairobi,kenya,temperature,17.8
31.783,35.217,jerusalem,israel_and_palestine,temperature,18.1
,,gibraltar,british_overseas_territory:united_kingdom,temperature,18.2
33.533,-7.583,casablanca,morocco,temperature,18.2
41.383,2.183,barcelona,spain,temperature,18.2
37.25,-6.95,huelva,spain,temperature,18.2
37.88450722,-4.7795675,córdoba,spain,temperature,18.3
39.46667,-0.375,valencia,spain,temperature,18.3
-31.95222,115.85889,perth,australia,temperature,18.8
36.417,25.433,santorini,greece,temperature,19
37.98417,23.72806,athens,greece,temperature,19.2
37.39,-5.99,seville,spain,temperature,19.2
35.89833,14.5125,valletta,malta,temperature,19.3
37,35.32133,adana,turkey,temperature,19.5
-15.417,28.283,lusaka,zambia,temperature,19.9
32.067,34.783,tel_aviv,israel,temperature,20.3
-27.46778,153.02806,brisbane,australia,temperature,20.7
31.517,34.45,gaza_city,palestine,temperature,20.7
-23.7,133.87,alice_springs,australia,temperature,21
29.035,-13.635,lanzarote,spain,temperature,21.1
-28.01667,153.4,gold_coast,australia,temperature,21.3
29.76278,-95.38306,houston,united_states,temperature,21.39
28.467,-16.25,santa_cruz_de_tenerife,spain,temperature,21.5
30.033,31.233,cairo,egypt,temperature,21.8
0.05,32.46,entebbe,uganda,temperature,22
0.31361,32.58111,kampala,uganda,temperature,22.7
33.333,44.383,baghdad,iraq,temperature,22.8
31.87111,35.44417,jericho,palestine,temperature,22.9
22.3,114.2,hong_kong,special_administrative_region:china,temperature,23.5
-22.911366,-43.205916,rio_de_janeiro,brazil,temperature,23.8
16.85,-24.967,são_vicente,portugal,temperature,23.9
14.918,-23.509,praia,portugal,temperature,25.1
28.61,77.23,delhi,india,temperature,25.2
25.775163,-80.208615,miami,united_states,temperature,25.22
24.633,46.717,riyadh,saudi_arabia,temperature,26.8
6.13194,1.22278,lomé,togo,temperature,26.9
29.36972,47.97833,kuwait_city,kuwait,temperature,27.1
19.0759899,72.8773928,mumbai,india,temperature,27.7
1.367,103.8,singapore,singapore,temperature,27.8
-8.65,115.217,denpasar,indonesia,temperature,28.1
8.983,-79.517,panama_city,panama,temperature,28.1
25.26306,55.29722,dubai,united_arab_emirates,temperature,28.1
3.14778,101.69528,kuala_lumpur,malaysia,temperature,28.2
14.6,120.98,manila,philippines,temperature,28.4
